#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 05 02 22 50 190 11.0 14.0   2.2     7   5.8 176 1014.5  24.1  24.5    MM   MM   MM    MM
2017 05 02 21 50 190 10.0 13.0   2.1     7   5.8 166 1014.7  24.2  24.6    MM   MM -1.3    MM
2017 05 02 20 50 190 11.0 13.0   2.1     7   5.7 177 1014.7  24.1  24.7    MM   MM -2.2    MM
2017 05 02 19 50 190 11.0 13.0   2.0     6   5.8 170 1015.3  24.1  24.8    MM   MM -2.0    MM
2017 05 02 18 50 190 10.0 12.0   1.9     7   5.6 144 1016.0  24.1  24.8    MM   MM -1.6    MM
2017 05 02 17 50 190 10.0 12.0   2.0     7   5.6 171 1016.9  23.9  24.7    MM   MM -1.1    MM
2017 05 02 16 50 190 10.0 12.0   1.9     7   5.6 156 1017.3  24.0  24.9    MM   MM -0.6    MM
2017 05 02 15 50 190  9.0 11.0   1.9     7   5.6 157 1017.6  23.9  25.0    MM   MM -0.4    MM
2017 05 02 14 50 190 10.0 13.0   2.1     6   5.7 152 1018.0  23.8  25.0    MM   MM +0.3    MM
2017 05 02 13 50 180 10.0 11.0   2.1     7   5.7 143 1017.9  23.8  24.9    MM   MM +0.8    MM
2017 05 02 12 50 190 10.0 13.0   2.0     7   5.7 153 1018.0  23.8  24.8    MM   MM +1.1    MM
2017 05 02 11 50 180 10.0 12.0   2.2     7   5.6 157 1017.7  23.8  24.8    MM   MM +1.2    MM
2017 05 02 10 50 180 11.0 13.0   2.3     6   5.6 166 1017.1  23.7  24.8    MM   MM +1.0    MM
2017 05 02 09 50 190 10.0 13.0   2.3     7   5.5 164 1016.9  23.7  24.8    MM   MM +0.7    MM
2017 05 02 08 50 180 11.0 13.0   2.0     6   5.3 169 1016.5  23.6  24.7    MM   MM -0.6    MM
2017 05 02 07 50 180 11.0 14.0   2.0     6   5.3 162 1016.1  23.7  24.8    MM   MM -1.7    MM
2017 05 02 06 50 170 12.0 14.0   2.0     6   5.3 149 1016.2  23.6  24.9    MM   MM -2.0    MM
2017 05 02 05 50 180 11.0 13.0   1.9     6   5.2 151 1017.1  23.7  24.9    MM   MM -1.2    MM
2017 05 02 04 50 180 10.0 13.0   1.8     6   5.1 151 1017.8  23.8  24.9    MM   MM -0.8    MM
2017 05 02 03 50 170 10.0 12.0   1.7     5   5.2 156 1018.2  23.8  24.9    MM   MM -0.6    MM
2017 05 02 02 50 160 11.0 13.0   1.6     5   5.1 155 1018.3  23.7  24.9    MM   MM -0.5    MM
2017 05 02 01 50 170 11.0 13.0   1.6     7   5.2 150 1018.6  23.8  24.9    MM   MM -0.4    MM
2017 05 02 00 50 170  9.0 11.0   1.6     8   5.1 135 1018.8  23.7  24.8    MM   MM -0.9    MM
2017 05 01 23 50 170  9.0 10.0   1.4     6   5.0 164 1018.8  23.8  24.7    MM   MM -1.1    MM
2017 05 01 22 50 170  9.0 10.0   1.5     8   5.1 143 1019.0  23.8  24.7    MM   MM -1.5    MM
2017 05 01 21 50 180  8.0  9.0   1.4     7   5.0 160 1019.7  23.8  24.6    MM   MM -1.6    MM
2017 05 01 20 50 170  8.0 10.0   1.3     7   5.0 139 1019.9  23.7  24.5    MM   MM -2.2    MM
2017 05 01 19 50 170  8.0  9.0   1.3     6   4.9 149 1020.5  23.7  24.5    MM   MM -1.8    MM
2017 05 01 18 50 170  8.0  9.0   1.3     8   5.0 134 1021.3  23.7  24.5    MM   MM -1.6    MM
2017 05 01 17 50 180  8.0  9.0   1.3     5   4.9 160 1022.1  23.6  24.4    MM   MM -0.6    MM
2017 05 01 16 50 170  8.0  9.0   1.2     5   4.8 144 1022.3  23.5  24.4    MM   MM -0.3    MM
2017 05 01 15 50 170  7.0  9.0   1.4     5   4.9 143 1022.9  23.4  24.3    MM   MM -0.0    MM
2017 05 01 14 50 170  8.0  9.0   1.4     8   5.0 133 1022.7  23.4  24.3    MM   MM +0.0    MM
2017 05 01 13 50 170  9.0 11.0   1.4     8   5.0 123 1022.6  23.4  24.2    MM   MM +0.6    MM
2017 05 01 12 50 180  8.0  9.0   1.2     8   4.9 126 1023.1  23.4  24.2    MM   MM +1.2    MM
2017 05 01 11 50 180  7.0  8.0   1.1     8   4.8 129 1022.6  23.3  24.2    MM   MM +0.8    MM
2017 05 01 10 50 180  8.0  9.0   1.4     8   5.2 130 1022.0  23.1  24.2    MM   MM +0.0    MM
2017 05 01 09 50 170  7.0  9.0   1.2     8   5.0 126 1021.9  23.0  24.2    MM   MM -0.6    MM
2017 05 01 08 50 170  8.0  9.0   1.2     8   5.0 133 1021.8  23.0  24.3    MM   MM -1.4    MM
2017 05 01 07 50 170  8.0  9.0   1.1     7   5.2 133 1021.8  23.1  24.3    MM   MM -2.1    MM
2017 05 01 06 50 170  5.0  7.0   1.2     7   5.4 134 1022.5  23.1  24.4    MM   MM -1.5    MM
2017 05 01 05 50 160  5.0  6.0   1.0     7   5.0 122 1023.2  23.1  24.4    MM   MM -1.1    MM
2017 05 01 04 50 150  6.0  7.0   1.1     7   5.2 132 1023.9  23.4  24.4    MM   MM -0.3    MM
2017 05 01 03 50 150  6.0  8.0   1.1     7   5.4 134 1024.0  23.4  24.5    MM   MM -0.3    MM
2017 05 01 02 50 140  6.0  7.0   1.1     8   5.1 113 1024.3  23.4  24.5    MM   MM +0.0    MM
2017 05 01 01 50 150  6.0  7.0   1.1     8   5.6 111 1024.2  23.4  24.5    MM   MM +0.5    MM
2017 05 01 00 50 140  5.0  7.0   1.0     8   5.5 110 1024.3  23.5  24.6    MM   MM +0.7    MM
2017 04 30 23 50 130  5.0  6.0   1.0     7   5.3 135 1024.3  23.5  24.7    MM   MM +0.3    MM
2017 04 30 22 50 140  4.0  5.0   1.0     7   5.3 142 1023.7  23.5  24.7    MM   MM -0.5    MM
2017 04 30 21 50 160  4.0  5.0   1.0     7   5.2 148 1023.6  23.5  24.7    MM   MM -1.1    MM
2017 04 30 20 50 180  3.0  4.0   1.0     7   5.2 121 1024.0  23.6  24.7    MM   MM -0.7    MM
2017 04 30 19 50 160  4.0  5.0   1.0     6   5.1 145 1024.2  23.6  24.6    MM   MM -0.6    MM
2017 04 30 18 50 160  5.0  6.0   1.0     8   4.9  62 1024.7  23.6  24.6    MM   MM -0.6    MM
2017 04 30 17 50 160  6.0  7.0   1.0     8   4.9  72 1024.7  23.6  24.5    MM   MM -0.6    MM
2017 04 30 16 50 160  6.0  7.0   1.0     6   5.1 144 1024.8  23.5  24.5    MM   MM -0.4    MM
2017 04 30 15 50 160  6.0  7.0   1.0     6   5.1 128 1025.3  23.4  24.4    MM   MM -0.3    MM
2017 04 30 14 50 150  6.0  7.0   1.0     6   5.1 174 1025.3  23.3  24.4    MM   MM -0.3    MM
2017 04 30 13 50 150  6.0  7.0   0.9     6   5.2 137 1025.2  23.2  24.3    MM   MM +0.0    MM
2017 04 30 12 50 150  5.0  6.0   1.0     6   5.2 139 1025.6  23.3  24.2    MM   MM +1.1    MM
2017 04 30 11 50 150  5.0  5.0   0.9     8   5.2  72 1025.6  23.2  24.2    MM   MM +1.3    MM
2017 04 30 10 50 150  4.0  5.0   0.9     7   5.1 141 1025.0  23.1  24.2    MM   MM +0.7    MM
2017 04 30 09 50 150  5.0  6.0   0.9     6   5.0 157 1024.5  23.1  24.2    MM   MM +0.4    MM
2017 04 30 08 50 160  5.0  5.0   0.9     6   5.0 172 1024.3  23.1  24.3    MM   MM -0.3    MM
2017 04 30 07 50 160  6.0  7.0   0.9     9   5.0  60 1024.3  23.2  24.3    MM   MM -0.6    MM
2017 04 30 06 50 160  6.0  7.0   0.9     7   5.0 120 1024.1  23.3  24.3    MM   MM -0.6    MM
2017 04 30 05 50 180  5.0  6.0   0.9     6   4.8 168 1024.6  23.3  24.3    MM   MM +0.0    MM
2017 04 30 04 50 180  5.0  6.0   0.8     7   4.8 105 1024.9  23.4  24.3    MM   MM +0.0    MM
2017 04 30 03 50 170  6.0  6.0   0.9     7   4.9 119 1024.7  23.5  24.4    MM   MM -0.3    MM
2017 04 30 02 50 170  5.0  6.0   0.9     7   4.9  79 1024.8  23.6  24.4    MM   MM +0.0    MM
2017 04 30 01 50 170  5.0  6.0   0.9     7   4.9 118 1025.0  23.7  24.4    MM   MM +0.4    MM
2017 04 30 00 50 170  4.0  5.0   0.9     6   5.1 127 1025.0  23.7  24.4    MM   MM +0.6    MM
2017 04 29 23 50 160  5.0  5.0   0.9     7   5.0  82 1024.8  23.7  24.5    MM   MM +0.4    MM
2017 04 29 22 50 160  6.0  7.0   0.9     7   4.9  84 1024.6  23.8  24.5    MM   MM -0.0    MM
2017 04 29 21 50 150  7.0  8.0   0.9     8   4.7  64 1024.4  23.9  24.6    MM   MM -1.0    MM
2017 04 29 20 50 150  6.0  7.0   0.9     7   4.9  84 1024.4  24.0  24.6    MM   MM -1.2    MM
2017 04 29 19 50 160  5.0  6.0   0.9     7   5.1  77 1024.7  24.0  24.6    MM   MM -1.3    MM
2017 04 29 18 50 160  5.0  6.0   0.9     5   5.0 205 1025.4  23.9  24.6    MM   MM -0.5    MM
2017 04 29 17 50 150  5.0  6.0   0.9     8   5.1  56 1025.6  23.9  24.6    MM   MM -0.4    MM
2017 04 29 16 50 150  4.0  5.0   1.0     7   5.2  76 1026.0  23.8  24.5    MM   MM +0.0    MM
2017 04 29 15 50 150  5.0  6.0   0.9     7   5.2  92 1025.9  23.7  24.4    MM   MM +0.3    MM
2017 04 29 14 50 150  5.0  6.0   0.9     7   5.2 120 1026.0  23.7  24.2    MM   MM +0.8    MM
2017 04 29 13 50 160  4.0  5.0   1.0     7   5.2  91 1025.9  23.6  24.2    MM   MM +1.5    MM
2017 04 29 12 50 170  4.0  5.0   1.0     7   5.0 105 1025.6  23.6  24.1    MM   MM +2.1    MM
2017 04 29 11 50 150  5.0  5.0   1.1     7   5.0 107 1025.2  23.6  24.2    MM   MM +1.7    MM
2017 04 29 10 50 180  5.0  6.0   1.0     7   4.8 102 1024.4  23.2  24.2    MM   MM +1.1    MM
2017 04 29 09 50 170  6.0  7.0   1.0     8   4.7  61 1023.5  23.1  24.1    MM   MM -0.0    MM
2017 04 29 08 50 160  6.0  7.0   1.0     7   4.7  87 1023.5  23.1  23.7    MM   MM -0.3    MM
2017 04 29 07 50 160  7.0  8.0   1.1     7   4.8  76 1023.3  23.2  23.6    MM   MM -1.0    MM
2017 04 29 06 50 150  7.0  8.0   1.1     8   4.9  57 1023.6  23.3  23.5    MM   MM -1.3    MM
2017 04 29 05 50 160  7.0  9.0   1.1     8   4.9  62 1023.8  23.3  23.5    MM   MM -0.9    MM
2017 04 29 04 50 150  7.0  9.0   1.0     8   5.0  51 1024.3  23.4  23.6    MM   MM +0.0    MM
2017 04 29 03 50 150  6.0  7.0   1.0     8   5.3  51 1024.9  23.6  23.9    MM   MM +1.0    MM
2017 04 29 02 50 140  6.0  7.0   1.0     8   5.4  77 1024.7  23.7  24.3    MM   MM +1.3    MM
2017 04 29 01 50 140  6.0  7.0   1.0     7   5.6  75 1024.5  23.7  24.3    MM   MM +1.5    MM
2017 04 29 00 50 150  4.0  5.0   1.1     8   5.5  90 1023.9  23.8  24.3    MM   MM +1.3    MM
2017 04 28 23 50 170  4.0  4.0   1.1     8   5.5  70 1023.4  23.9  24.4    MM   MM +1.0    MM
2017 04 28 22 50 170  4.0  4.0   1.1     5   5.3 143 1023.0  24.0  24.5    MM   MM +0.7    MM
2017 04 28 21 50 180  5.0  5.0   1.1     8   5.3  63 1022.6  24.1  24.6    MM   MM +0.3    MM
2017 04 28 20 50 170  5.0  6.0   1.1     7   5.1  77 1022.4  24.0  24.6    MM   MM +0.0    MM
2017 04 28 19 50 180  6.0  7.0   1.2     6   5.2 169 1022.3  24.1  24.5    MM   MM -0.3    MM
2017 04 28 18 50 160  6.0  7.0   1.3     5   5.4 172 1022.3  24.0  24.5    MM   MM -0.4    MM
2017 04 28 17 50 170  6.0  7.0   1.2     8   5.4  80 1022.5  24.2  24.5    MM   MM +0.0    MM
2017 04 28 16 50 190  5.0  6.0   1.1     8   5.5  64 1022.6  24.2  24.4    MM   MM +0.7    MM
2017 04 28 15 50 180  5.0  6.0   1.1     8   5.4  90 1022.7  24.1  24.3    MM   MM +1.1    MM
2017 04 28 14 50 190  5.0  6.0   1.1     8   5.5  85 1022.4  24.0  24.2    MM   MM +1.1    MM
2017 04 28 13 50 180  6.0  7.0   1.1     7   5.3  86 1021.9  23.9  24.1    MM   MM +1.5    MM
2017 04 28 12 50 180  6.0  7.0   1.3     7   5.5  80 1021.6  23.9  24.1    MM   MM +2.4    MM
2017 04 28 11 50 190  6.0  7.0   1.3     5   5.3 189 1021.3  23.8  24.0    MM   MM +2.9    MM
2017 04 28 10 50 180  7.0  8.0   1.3     6   5.4 190 1020.4  23.7  24.0    MM   MM +2.4    MM
2017 04 28 09 50 180  6.0  8.0   1.3     8   5.3  90 1019.2  23.7  24.0    MM   MM +0.7    MM
2017 04 28 08 50 170  8.0  9.0   1.3     6   5.2 189 1018.4  23.6  24.0    MM   MM -0.3    MM
2017 04 28 07 50 150  9.0 10.0   1.2     8   5.2  82 1018.0  23.5  24.0    MM   MM +0.0    MM
2017 04 28 06 50 180  7.0  8.0   1.2     8   5.3  80 1018.5  23.4  24.0    MM   MM +0.0    MM
2017 04 28 05 50 170  6.0  8.0   1.2     8   5.2 120 1018.7  23.6  24.0    MM   MM +0.6    MM
2017 04 28 04 50 160  8.0  9.0   1.1     6   5.1 171 1018.1  23.6  24.0    MM   MM +0.0    MM
2017 04 28 03 50 170  6.0  7.0   1.3     6   5.3 163 1018.3  23.7  23.9    MM   MM +0.0    MM
2017 04 28 02 50 160  8.0 10.0   1.2     8   5.2  98 1018.1  23.7  23.7    MM   MM +0.4    MM
2017 04 28 01 50 150  8.0  9.0   1.4     8   5.5 101 1017.9  23.8  23.7    MM   MM +1.0    MM
2017 04 28 00 50 170  6.0  8.0   1.3     6   5.3 180 1018.1  23.7  23.7    MM   MM +1.5    MM
2017 04 27 23 50 170  7.0  8.0   1.3     6   5.3 185 1017.7  23.7  23.7    MM   MM +1.3    MM
2017 04 27 22 50 150  6.0  8.0   1.4     8   5.5 105 1016.9  23.6  23.7    MM   MM -0.0    MM
2017 04 27 21 50 160  7.0  8.0   1.3     8   5.5 102 1016.6  23.6  23.8    MM   MM -1.1    MM
2017 04 27 20 50 150  7.0  8.0   1.4     5   5.4 181 1016.4  23.6  23.8    MM   MM -1.7    MM
2017 04 27 19 50 160  7.0  8.0   1.5     8   5.6 106 1016.9  23.6  23.7    MM   MM -1.1    MM
2017 04 27 18 50 190  5.0  6.0   1.6     8   5.7 103 1017.7  23.8  23.7    MM   MM -0.5    MM
2017 04 27 17 50 180  7.0  8.0   1.6     8   5.6 109 1018.1  23.6  23.7    MM   MM +0.4    MM
2017 04 27 16 50 180  8.0  9.0   1.5     8   5.5 112 1018.0  23.4  23.7    MM   MM +0.9    MM
2017 04 27 15 50 180  7.0  9.0   1.5     8   5.8 111 1018.2  23.5  23.6    MM   MM +1.3    MM
2017 04 27 14 50 180  7.0  8.0   1.6     8   5.9 107 1017.7  23.4  23.6    MM   MM +1.4    MM
2017 04 27 13 50 180  7.0  9.0   1.6     8   5.9 102 1017.1  23.4  23.6    MM   MM +1.6    MM
2017 04 27 12 50 180  8.0  9.0   1.5     8   5.8 113 1016.9  23.4  23.5    MM   MM +1.7    MM
2017 04 27 11 50 180  7.0  8.0   1.5     9   5.9  94 1016.3  23.6  23.6    MM   MM +1.5    MM
2017 04 27 10 50 170  7.0  8.0   1.6     8   6.1 115 1015.5  23.5  23.6    MM   MM +0.9    MM
2017 04 27 09 50 170  6.0  7.0   1.7     9   5.9 113 1015.2  23.4  23.6    MM   MM +0.8    MM
2017 04 27 08 50 180  7.0  8.0   1.7     9   6.1 112 1014.8  23.3  23.7    MM   MM -0.0    MM
2017 04 27 07 50 190  7.0  9.0   1.7     9   5.9 109 1014.6  23.4  23.7    MM   MM -0.9    MM
2017 04 27 06 50 190  8.0 10.0   1.7     9   5.9 106 1014.4  23.2  23.7    MM   MM -0.8    MM
2017 04 27 05 50 190  7.0  9.0   1.6     9   5.9 102 1014.9  23.4  23.7    MM   MM +0.0    MM
2017 04 27 04 50 190  7.0  8.0   1.7     8   6.2 101 1015.5  23.2  23.7    MM   MM +1.0    MM
2017 04 27 03 50 190  7.0  8.0   1.8     6   6.1 221 1015.2  23.4  23.7    MM   MM +1.4    MM
2017 04 27 02 50 200  7.0  8.0   1.8     9   6.3  87 1014.9  23.7  23.7    MM   MM +1.7    MM
2017 04 27 01 50 210  5.0  6.0   1.7     9   6.3  84 1014.5  23.7  23.7    MM   MM +1.9    MM
2017 04 27 00 50 220  6.0  7.0   1.8     8   6.2 124 1013.8  23.6  23.8    MM   MM +1.3    MM
2017 04 26 23 50 230  6.0  7.0   1.8     8   6.4 111 1013.2  23.6  23.8    MM   MM +0.7    MM
2017 04 26 22 50 210  5.0  7.0   1.9     9   6.5  99 1012.6  23.5  23.9    MM   MM +0.0    MM
2017 04 26 21 50 220  5.0  6.0   1.9     7   6.4 245 1012.5  23.1  23.9    MM   MM +0.0    MM
2017 04 26 20 50 260  4.0  5.0   2.0     9   6.1 130 1012.5  22.8  23.9    MM   MM -0.4    MM
2017 04 26 19 50 280  5.0  7.0   2.3     8   6.3 151 1012.5  21.9  23.9    MM   MM -0.4    MM
2017 04 26 18 50 280  8.0 11.0   2.1     8   6.2 142 1012.7  23.1  24.0    MM   MM +0.0    MM
2017 04 26 17 50 240  8.0 10.0   2.2     8   6.1 122 1012.9  23.6  24.0    MM   MM +0.7    MM
2017 04 26 16 50 230  8.0 10.0   2.3     9   6.4 121 1012.9  23.4  24.0    MM   MM +1.2    MM
2017 04 26 15 50 230  9.0 10.0   2.4     8   6.4 125 1012.6  23.3  24.0    MM   MM +1.6    MM
2017 04 26 14 50 220  9.0 11.0   2.3     9   6.4 125 1012.2  23.3  24.0    MM   MM +1.5    MM
2017 04 26 13 50 220  9.0 11.0   2.4     9   6.5 113 1011.7  23.3  24.0    MM   MM +1.8    MM
2017 04 26 12 50 220  9.0 11.0   2.3     9   6.7 112 1011.0  23.0  24.0    MM   MM +1.6    MM
2017 04 26 11 50 220  8.0 10.0   2.4     9   6.5 112 1010.7  22.9  24.0    MM   MM +1.7    MM
2017 04 26 10 50 230  8.0 10.0   2.5     8   6.7 217 1009.9  23.0  24.0    MM   MM +1.2    MM
2017 04 26 09 50 240  7.0  9.0   2.6     9   6.5 144 1009.4  22.9  23.8    MM   MM +0.8    MM
2017 04 26 08 50 250  7.0  9.0   2.7     8   6.4 249 1009.0  22.9  23.7    MM   MM -0.0    MM
2017 04 26 07 50 260  8.0 10.0   2.8     8   6.5 226 1008.7  21.7  23.8    MM   MM -0.6    MM
2017 04 26 06 50 220 11.0 14.0   2.8     8   6.6 212 1008.6  22.2  24.0    MM   MM -0.7    MM
2017 04 26 05 50 220 10.0 12.0   2.9     8   6.6 222 1009.0  22.7  24.1    MM   MM +0.0    MM
2017 04 26 04 50 230 10.0 13.0   2.7     8   6.5 236 1009.3  22.9  24.1    MM   MM +0.8    MM
2017 04 26 03 50 220 10.0 12.0   2.9     8   6.5 239 1009.3  22.8  24.2    MM   MM +1.3    MM
2017 04 26 02 50 230  9.0 11.0   2.6     8   6.3 235 1009.2  22.9  24.2    MM   MM +1.8    MM
2017 04 26 01 50 230 10.0 12.0   2.8     7   6.3 238 1008.5  22.8  24.2    MM   MM +1.6    MM
2017 04 26 00 50 230 10.0 11.0   2.5     9   6.2 122 1008.0  22.8  24.2    MM   MM +1.3    MM
2017 04 25 23 50 230 10.0 12.0   2.5     8   6.2 144 1007.4  22.8  24.1    MM   MM +0.8    MM
2017 04 25 22 50 230  9.0 11.0   2.5     9   6.4 119 1006.9  22.9  24.1    MM   MM +0.3    MM
2017 04 25 21 50 230 10.0 12.0   2.7     7   6.4 224 1006.7  22.9  24.1    MM   MM -0.0    MM
2017 04 25 20 50 240  9.0 11.0   2.6     9   6.5 124 1006.6  22.9  24.1    MM   MM -0.6    MM
2017 04 25 19 50 230  9.0 11.0   2.7    10   6.5 118 1006.6  23.1  24.0    MM   MM -0.4    MM
2017 04 25 18 50 220  9.0 11.0   2.8     9   6.8 122 1006.9  23.1  24.0    MM   MM +0.0    MM
2017 04 25 17 50 230 10.0 12.0   2.7     9   7.0 115 1007.2  23.3  24.0    MM   MM +0.3    MM
2017 04 25 16 50 220 10.0 11.0   2.5    10   6.7 103 1007.0  23.2  24.0    MM   MM +0.5    MM
2017 04 25 15 50 210  9.0 12.0   2.6     9   6.9 107 1007.1  23.2  24.0    MM   MM +0.9    MM
2017 04 25 14 50 190  8.0 10.0   2.7     9   7.0 112 1006.9  22.9  24.0    MM   MM +1.5    MM
2017 04 25 13 50 200  8.0 10.0   2.6    10   7.1 109 1006.5  22.8  23.9    MM   MM +1.7    MM
2017 04 25 12 50 200  7.0  9.0   2.6    10   7.0 108 1006.2  22.2  23.9    MM   MM +2.1    MM
2017 04 25 11 50 190  8.0 10.0   2.5    10   7.0 129 1005.4  21.9  23.9    MM   MM +2.6    MM
2017 04 25 10 50 180  6.0  7.0   2.8    10   7.2 127 1004.8  21.4  23.8    MM   MM +1.7    MM
2017 04 25 09 50 270  8.0 10.0   2.9     9   6.9 136 1004.1  21.0  23.9    MM   MM +0.5    MM
2017 04 25 08 50 180 11.0 14.0   2.9    10   6.8 119 1002.8  23.3  23.9    MM   MM -1.2    MM
2017 04 25 07 50 170 11.0 14.0   3.0    10   7.3 121 1003.1  23.2  24.0    MM   MM -1.3    MM
2017 04 25 06 50 180  9.0 10.0   3.0    10   7.4 111 1003.6  23.1  24.0    MM   MM -0.3    MM
2017 04 25 05 50 190  8.0 10.0   2.9    10   7.1 111 1004.0  23.0  24.0    MM   MM +0.7    MM
2017 04 25 04 50 200 10.0 12.0   3.1     9   7.3 110 1004.4  22.9  24.1    MM   MM +1.8    MM
2017 04 25 03 50 210  9.0 11.0   3.4    11   7.3 110 1003.9  22.9  24.0    MM   MM +1.9    MM
2017 04 25 02 50 210  9.0 11.0   3.3    10   7.4 134 1003.3  23.1  24.0    MM   MM +2.1    MM
2017 04 25 01 50 220 10.0 13.0   3.8    10   7.6 121 1002.6  23.4  24.0    MM   MM +1.5    MM
2017 04 25 00 50 200  9.0 11.0   4.5    10   7.9 114 1002.0  23.2  24.1    MM   MM +0.6    MM
2017 04 24 23 50 190  9.0 10.0   3.9     8   7.3 116 1001.2  23.2  24.0    MM   MM -0.7    MM
2017 04 24 22 50 150  9.0 12.0   3.6     9   7.0 118 1001.1  23.2  24.0    MM   MM -2.1    MM
2017 04 24 21 50 140  9.0 11.0   3.6     9   6.6 138 1001.4  23.5  24.0    MM   MM -5.6    MM
2017 04 24 20 50  70 12.0 17.0   3.3     8   6.3 144 1001.9  21.6  24.0    MM   MM -6.6    MM
2017 04 24 19 50  40 15.0 18.0   2.7     8   6.2 150 1003.2  19.9  24.0    MM   MM -5.6    MM
2017 04 24 18 50  60 11.0 13.0   2.5     7   5.9 136 1007.0  19.3  24.0    MM   MM -2.4    MM
2017 04 24 17 50 100 13.0 15.0   2.3     7   5.8 142 1008.5  19.6  24.0    MM   MM -0.7    MM
2017 04 24 16 50 110 12.0 16.0   2.0     6   5.5 130 1008.8  20.9  24.0    MM   MM -0.5    MM
2017 04 24 15 50 110 13.0 18.0   2.3     6   5.6 132 1009.4  21.6  24.0    MM   MM +0.0    MM
2017 04 24 14 50 120 15.0 19.0   2.2     7   5.5 149 1009.2  21.8  24.0    MM   MM -1.0    MM
2017 04 24 13 50 120 12.0 15.0   2.3     6   5.7 140 1009.3  22.7  24.0    MM   MM -0.9    MM
2017 04 24 12 50 120 13.0 15.0   2.1     6   5.4 142 1009.5  22.5  23.9    MM   MM -0.5    MM
2017 04 24 11 50 130 13.0 16.0   2.1     7   5.5 162 1010.2  22.1  23.9    MM   MM +0.0    MM
2017 04 24 10 50 130 11.0 14.0   2.0     6   5.5 150 1010.2  22.5  23.9    MM   MM -0.5    MM
2017 04 24 09 50 130 11.0 12.0   2.0     7   5.5 172 1010.0  22.5  23.9    MM   MM -1.2    MM
2017 04 24 08 50 130 11.0 14.0   1.9     6   5.6 168 1010.1  22.6  24.0    MM   MM -2.2    MM
2017 04 24 07 50 140 11.0 13.0   1.8     6   5.4 147 1010.7  22.8  24.0    MM   MM -2.5    MM
2017 04 24 06 50 140 10.0 13.0   1.9     6   5.4 147 1011.2  22.8  24.1    MM   MM -2.5    MM
2017 04 24 05 50 140 10.0 12.0   1.6     6   5.2 152 1012.3  22.8  24.1    MM   MM -1.4    MM
2017 04 24 04 50 140 10.0 12.0   1.5     6   5.1 164 1013.2  22.9  24.1    MM   MM -0.7    MM
2017 04 24 03 50 140  9.0 11.0   1.4     5   5.1 147 1013.7  22.8  24.1    MM   MM +0.0    MM
2017 04 24 02 50 140  9.0 11.0   1.4    11   5.1  31 1013.7  22.8  24.1    MM   MM +0.4    MM
2017 04 24 01 50 150  9.0 11.0   1.4     5   5.0 146 1013.9  23.0  24.1    MM   MM +0.7    MM
2017 04 24 00 50 160  9.0 11.0   1.3     5   4.9 154 1013.7  22.9  24.1    MM   MM +0.3    MM
2017 04 23 23 50 160  8.0 10.0   1.2    11   5.3  22 1013.3  22.9  24.0    MM   MM -0.3    MM
2017 04 23 22 50 150  7.0  8.0   1.2    12   5.5  32 1013.2  22.9  24.0    MM   MM -0.5    MM
2017 04 23 21 50 160  7.0  8.0   1.1    12   5.9  25 1013.4  23.1  24.0    MM   MM -0.8    MM
2017 04 23 20 50 140  8.0  9.0   1.2    12   5.6  22 1013.6  21.9  24.0    MM   MM -1.2    MM
2017 04 23 19 50 160  5.0  7.0   1.1    11   5.7  35 1013.7  23.0  24.1    MM   MM -1.6    MM
2017 04 23 18 50 160  5.0  7.0   1.2    12   5.9  49 1014.2  22.9  24.0    MM   MM -1.2    MM
2017 04 23 17 50 170  5.0  6.0   1.2    11   5.9  32 1014.8  22.7  24.0    MM   MM -0.6    MM
2017 04 23 16 50 170  5.0  6.0   1.3    11   6.0  41 1015.3  22.7  23.9    MM   MM +0.0    MM
2017 04 23 15 50 180  5.0  5.0   1.3    11   6.3  20 1015.4  22.7  23.8    MM   MM +0.0    MM
2017 04 23 14 50 180  4.0  5.0   1.3    11   6.3  33 1015.4  22.6  23.9    MM   MM +0.0    MM
2017 04 23 13 50 180  5.0  6.0   1.2    12   5.9  27 1015.4  22.5  24.1    MM   MM +0.6    MM
2017 04 23 12 50 210  4.0  6.0   1.3    12   5.7  37 1015.6  22.4  23.9    MM   MM +1.4    MM
2017 04 23 11 50 210  5.0  6.0   1.4    12   6.1  35 1015.4  22.3  23.1    MM   MM +1.2    MM
2017 04 23 10 50 210  6.0  8.0   1.2    11   5.6  39 1014.8  22.3  23.2    MM   MM +0.5    MM
2017 04 23 09 50 200  7.0  8.0   1.3    11   5.8  53 1014.2  22.3  23.6    MM   MM -0.5    MM
2017 04 23 08 50 210  7.0  9.0   1.5    12   6.2  28 1014.2  22.3  24.0    MM   MM -0.8    MM
2017 04 23 07 50 200  7.0  8.0   1.4    13   5.9  52 1014.3  22.4  24.2    MM   MM -0.9    MM
2017 04 23 06 50 200  8.0  9.0   1.4    11   5.6  40 1014.7  22.3  24.3    MM   MM -0.7    MM
2017 04 23 05 50 190  7.0  9.0   1.4    12   6.0  31 1015.0  22.3  24.3    MM   MM -0.4    MM
2017 04 23 04 50 180  8.0 10.0   1.3    12   5.5  47 1015.2  22.3  24.3    MM   MM -0.6    MM
